Date,Year,Species,Length [mm],Weight [g],Run_No,Section ,Mesohabitat,Lower/Upper site,Stretch length [m],Stretch width [m],Discharge [m³/s],VIT new,VIT recatch,PIT-Tag new,PIT-Tag recatch,Comment
25-09-18,2018,Onchorhynchus mykiss,187,67.8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Onchorhynchus mykiss,205,88.6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Onchorhynchus mykiss,275,208.1,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,247,150,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,186,65,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,276,208,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,202,83,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,201,82,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,200,81,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,253,161,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,155,38,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,1.26E+11,,
25-09-18,2018,Salmo trutta,166,47,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,No Tag,,
25-09-18,2018,Salmo trutta,110,14,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,101,11,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,100,11,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,98,10,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,70,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,70,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,86,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,87,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,88,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,117,17,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,89,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,86,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,116,16,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,112,15,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,84,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,94,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,93,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,94,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,110,14,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,104,12,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,102,11,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,100,11,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,83,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,87,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,85,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,82,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,89,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,84,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,72,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,100,11,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,76,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,120,18,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,79,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,82,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,75,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,72,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,85,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,70,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,105,12,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,105,12,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,75,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,98,10,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,73,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,86,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,87,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,77,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,66,3,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,70,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,77,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,97,10,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,93,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,87,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,93,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,85,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,85,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,70,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,79,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,73,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,72,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,65,3,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,98,10,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,66,3,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,90,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,81,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,84,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,93,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,67,3,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,91,8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,75,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,72,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,105,12,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,85,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,98,10,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,100,11,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,77,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,83,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,78,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,86,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,82,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,84,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,86,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,77,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,82,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,106,12,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,81,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,85,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,70,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,97,10,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,100,11,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,95,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,86,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,72,4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,107,13,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,111,14,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,75,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,75,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,68,3,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,81,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,79,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,80,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,75,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,94,9,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,106,12,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,81,6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Salmo trutta,88,7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,150,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,120,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,110,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,90,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,120,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,100,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,70,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,75,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,60,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,72,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,68,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,87,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,100,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,85,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,100,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,55,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,88,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,78,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,100,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,105,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,96,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,111,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,95,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,90,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,99,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,74,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,90,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,95,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,70,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,70,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,65,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,75,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,102,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,66,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,70,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,85,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,102,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,88,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,77,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,65,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,75,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,69,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,76,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,82,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,52,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,65,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,66,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,71,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,65,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,65,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,80,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,60,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,70,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,80,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,79,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,74,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,76,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,65,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,63,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,60,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,65,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,67,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,67,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,62,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,60,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,34,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,67,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Cottus gobio,68,,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,90,8.1,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,105,12.7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,98,10.4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,150,35.8,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,No Tag
25-09-18,2018,Onchorhynchus mykiss,97,10.1,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,95,9.5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,110,14.5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,94,9.2,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,97,10.1,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,76,5,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,86,7.1,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,98,10.4,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,64,3,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,106,13,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,92,8.6,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
25-09-18,2018,Onchorhynchus mykiss,62,2.7,1,Hinterleiten,Riffle,Lower,76,16.5,2.7,,,,,
26-09-18,2018,Salmo trutta,281,219,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,250,155,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,203,84,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,190,69,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,251,157,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,296,255,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,210,93,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,210,93,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Onchorhynchus mykiss,297,260.2,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,242,141,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,185,64,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,285,228,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,258,170,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Onchorhynchus mykiss,238,136.7,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Onchorhynchus mykiss,235,131.8,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,238,135,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,265,184,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,205,87,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Onchorhynchus mykiss,214,100.4,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Onchorhynchus mykiss,295,255.1,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Salmo trutta,272,199,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
26-09-18,2018,Onchorhynchus mykiss,295,255.1,1,Hinterleiten,Pool,Upper,63,16.5,2.3,,,1.26E+11,,
